feature,importance
naive_sum_B3,0.15636524345122227
mean_per_side_B3,0.14471588876005134
mean_per_side_B4,0.11303383540491346
max_per_side_B3,0.11142503641708919
naive_sum_B4,0.08194884037619254
mean_per_side_B1,0.08066171983934972
naive_sum_B1,0.07635211877185775
naive_sum_B2,0.06794301910886938
mean_per_side_B2,0.062604654596468
max_per_side_B4,0.040906356988967135
max_per_side_B1,0.03367003143487785
max_per_side_B2,0.02744801628387023
n_sides,0.0029252385662709435
