feature,importance
mean_per_side_B3,0.17102487495398833
naive_sum_B4,0.14443902394540206
naive_sum_B3,0.1282351812991542
max_per_side_B3,0.08359504650843641
mean_per_side_B1,0.08341720912661839
mean_per_side_B2,0.08098683306238166
naive_sum_B1,0.0716694445574259
naive_sum_B2,0.06611663170322642
mean_per_side_B4,0.06518297420262455
max_per_side_B2,0.039066341710618145
max_per_side_B1,0.0359821013737141
max_per_side_B4,0.02847852786062463
n_sides,0.001805809695785346
