feature,importance
mean_per_side_B3,0.2965691893762407
naive_sum_B4,0.14071551272613114
mean_per_side_B2,0.1289139304744463
naive_sum_B3,0.11114244266220416
mean_per_side_B4,0.09228270200785273
naive_sum_B2,0.059246297998834116
mean_per_side_B1,0.04257088532831282
naive_sum_B1,0.03723800413824357
max_per_side_B3,0.027754247818846695
max_per_side_B2,0.02719719598170181
max_per_side_B4,0.020292244185554597
max_per_side_B1,0.015393860434585436
n_sides,0.0006834868670458432
